id,candidate_id,job_id,prospect,status,current_stage_id,source_id,credited_to_id,recruiter_id,coordinator_id,rejection_reason_id,job_post_id,location_address,applied_at,rejected_at,hired_at,last_activity_at,created_at,updated_at
697,100697,26,False,active,1383,23,7,7,10,,,"Milwaukee, WI",2024-02-13T00:00:00Z,,,2024-04-28T00:00:00Z,2024-02-11T06:00:00Z,2024-05-19T00:00:00Z
698,100698,55,False,rejected,1108,33,1,1,2,6.0,,"Fort Wayne, IN",2024-12-13T00:00:00Z,2025-02-09T00:00:00Z,,2025-04-03T00:00:00Z,2024-12-11T19:00:00Z,2025-04-25T00:00:00Z
699,100699,219,False,rejected,297,12,1,1,10,1.0,,"Peoria, IL",2025-11-07T00:00:00Z,2025-12-04T00:00:00Z,,2026-02-18T00:00:00Z,2025-11-05T04:00:00Z,2026-03-20T00:00:00Z
700,100700,68,False,hired,266,19,7,7,2,,,"Peoria, IL",2025-11-26T00:00:00Z,,2025-12-17T00:00:00Z,2026-01-10T00:00:00Z,2025-11-24T09:00:00Z,2026-02-01T00:00:00Z
701,100701,20,False,active,1345,32,5,5,10,,,"Indianapolis, IN",2024-02-10T00:00:00Z,,,2024-06-05T00:00:00Z,2024-02-09T19:00:00Z,2024-06-09T00:00:00Z
702,100702,11,False,active,1393,21,9,9,6,,,"South Bend, IN",2024-12-31T00:00:00Z,,,2025-01-03T00:00:00Z,2024-12-29T22:00:00Z,2025-01-11T00:00:00Z
703,100703,14,False,rejected,611,20,1,1,10,7.0,,"South Bend, IN",2025-05-14T00:00:00Z,2025-07-13T00:00:00Z,,2025-08-28T00:00:00Z,2025-05-13T14:00:00Z,2025-09-03T00:00:00Z
704,100704,258,False,active,106,16,5,5,2,,,"Peoria, IL",2024-01-27T00:00:00Z,,,2024-02-26T00:00:00Z,2024-01-25T06:00:00Z,2024-03-17T00:00:00Z
705,100705,68,False,rejected,746,12,1,1,6,4.0,,"Rockford, IL",2025-04-04T00:00:00Z,2025-05-31T00:00:00Z,,2025-07-08T00:00:00Z,2025-04-03T17:00:00Z,2025-07-10T00:00:00Z
706,100706,160,False,active,143,19,1,1,6,,,"Detroit, MI",2024-08-05T00:00:00Z,,,2024-08-14T00:00:00Z,2024-08-04T16:00:00Z,2024-09-06T00:00:00Z
707,100707,162,False,active,413,20,5,5,10,,,"Rockford, IL",2024-01-04T00:00:00Z,,,2024-04-26T00:00:00Z,2024-01-03T21:00:00Z,2024-05-24T00:00:00Z
708,100708,264,False,rejected,471,10,7,7,6,2.0,,"Chicago, IL",2025-08-21T00:00:00Z,2025-10-12T00:00:00Z,,2025-12-01T00:00:00Z,2025-08-19T18:00:00Z,2025-12-20T00:00:00Z
709,100709,303,False,rejected,872,19,7,7,10,8.0,,"Fort Wayne, IN",2025-05-20T00:00:00Z,2025-05-31T00:00:00Z,,2025-06-30T00:00:00Z,2025-05-18T18:00:00Z,2025-07-16T00:00:00Z
710,100710,20,False,active,1170,15,9,9,10,,,"Indianapolis, IN",2025-05-08T00:00:00Z,,,2025-06-29T00:00:00Z,2025-05-07T04:00:00Z,2025-07-26T00:00:00Z
711,100711,83,False,hired,920,18,7,7,2,,,"Chicago, IL",2025-12-11T00:00:00Z,,2026-02-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-09T15:00:00Z,2025-12-21T00:00:00Z
712,100712,136,False,active,1447,3,7,7,2,,,"Indianapolis, IN",2024-10-30T00:00:00Z,,,2024-12-25T00:00:00Z,2024-10-29T18:00:00Z,2025-01-09T00:00:00Z
713,100713,303,False,rejected,245,16,9,9,6,5.0,,"Grand Rapids, MI",2025-09-20T00:00:00Z,2025-10-22T00:00:00Z,,2025-10-24T00:00:00Z,2025-09-18T22:00:00Z,2025-10-25T00:00:00Z
714,100714,62,False,rejected,1096,5,1,1,10,4.0,,"Detroit, MI",2024-06-19T00:00:00Z,2024-07-05T00:00:00Z,,2024-10-04T00:00:00Z,2024-06-17T20:00:00Z,2024-10-31T00:00:00Z
715,100715,45,False,rejected,1028,1,1,1,6,2.0,,"Peoria, IL",2024-04-26T00:00:00Z,2024-05-25T00:00:00Z,,2024-07-18T00:00:00Z,2024-04-24T15:00:00Z,2024-07-25T00:00:00Z
716,100716,253,False,rejected,590,32,9,9,10,2.0,,"Madison, WI",2025-01-21T00:00:00Z,2025-02-20T00:00:00Z,,2025-04-16T00:00:00Z,2025-01-20T17:00:00Z,2025-04-21T00:00:00Z
717,100717,105,False,rejected,411,27,1,1,2,3.0,,"Grand Rapids, MI",2025-01-13T00:00:00Z,2025-02-26T00:00:00Z,,2025-01-22T00:00:00Z,2025-01-12T10:00:00Z,2025-02-16T00:00:00Z
718,100718,97,False,rejected,1348,1,9,9,6,3.0,,"Rockford, IL",2025-03-07T00:00:00Z,2025-04-30T00:00:00Z,,2025-06-02T00:00:00Z,2025-03-05T01:00:00Z,2025-06-16T00:00:00Z
719,100719,90,False,active,937,17,5,5,6,,,"Milwaukee, WI",2025-06-08T00:00:00Z,,,2025-09-11T00:00:00Z,2025-06-07T12:00:00Z,2025-09-19T00:00:00Z
720,100720,315,False,active,754,15,9,9,10,,,"Peoria, IL",2024-06-06T00:00:00Z,,,2024-10-01T00:00:00Z,2024-06-04T15:00:00Z,2024-10-29T00:00:00Z
721,100721,174,False,hired,259,26,9,9,2,,,"Green Bay, WI",2025-08-31T00:00:00Z,,2025-11-26T00:00:00Z,2025-12-10T00:00:00Z,2025-08-29T08:00:00Z,2025-12-22T00:00:00Z
722,100722,10,False,rejected,315,28,7,7,2,4.0,,"Rockford, IL",2024-06-14T00:00:00Z,2024-07-12T00:00:00Z,,2024-09-30T00:00:00Z,2024-06-13T11:00:00Z,2024-10-11T00:00:00Z
723,100723,219,False,active,644,21,5,5,6,,,"Chicago, IL",2024-12-18T00:00:00Z,,,2025-01-13T00:00:00Z,2024-12-17T17:00:00Z,2025-02-11T00:00:00Z
724,100724,280,False,rejected,272,10,9,9,6,8.0,,"Detroit, MI",2024-08-05T00:00:00Z,2024-08-19T00:00:00Z,,2024-10-04T00:00:00Z,2024-08-03T10:00:00Z,2024-10-26T00:00:00Z
725,100725,158,False,active,906,21,7,7,2,,,"Madison, WI",2025-12-13T00:00:00Z,,,2026-01-27T00:00:00Z,2025-12-11T19:00:00Z,2026-02-05T00:00:00Z
726,100726,265,False,rejected,419,20,7,7,10,5.0,,"South Bend, IN",2024-10-23T00:00:00Z,2024-12-13T00:00:00Z,,2024-12-22T00:00:00Z,2024-10-21T13:00:00Z,2025-01-12T00:00:00Z
727,100727,215,False,rejected,355,31,7,7,10,3.0,,"Grand Rapids, MI",2024-05-31T00:00:00Z,2024-07-25T00:00:00Z,,2024-07-20T00:00:00Z,2024-05-30T02:00:00Z,2024-07-28T00:00:00Z
728,100728,61,False,active,1565,9,9,9,6,,,"Peoria, IL",2024-10-02T00:00:00Z,,,2024-11-01T00:00:00Z,2024-10-01T22:00:00Z,2024-11-27T00:00:00Z
729,100729,288,False,rejected,959,7,1,1,2,8.0,,"Milwaukee, WI",2025-06-25T00:00:00Z,2025-08-05T00:00:00Z,,2025-07-18T00:00:00Z,2025-06-23T17:00:00Z,2025-07-26T00:00:00Z
730,100730,196,False,rejected,1057,2,1,1,6,5.0,,"South Bend, IN",2024-06-23T00:00:00Z,2024-07-19T00:00:00Z,,2024-10-12T00:00:00Z,2024-06-22T00:00:00Z,2024-11-02T00:00:00Z
731,100731,19,False,rejected,696,19,7,7,2,6.0,,"Madison, WI",2024-11-07T00:00:00Z,2024-11-25T00:00:00Z,,2025-01-04T00:00:00Z,2024-11-05T14:00:00Z,2025-02-02T00:00:00Z
732,100732,278,False,rejected,215,27,9,9,6,6.0,,"Green Bay, WI",2025-10-01T00:00:00Z,2025-11-29T00:00:00Z,,2025-11-27T00:00:00Z,2025-09-30T10:00:00Z,2025-12-21T00:00:00Z
733,100733,236,False,rejected,912,15,9,9,6,1.0,,"Milwaukee, WI",2024-09-29T00:00:00Z,2024-11-12T00:00:00Z,,2024-12-09T00:00:00Z,2024-09-28T09:00:00Z,2024-12-24T00:00:00Z
734,100734,278,False,hired,562,28,1,1,6,,,"Fort Wayne, IN",2025-09-20T00:00:00Z,,2025-10-23T00:00:00Z,2025-11-05T00:00:00Z,2025-09-19T00:00:00Z,2025-11-20T00:00:00Z
735,100735,213,False,rejected,1313,25,1,1,2,6.0,,"Ann Arbor, MI",2024-03-28T00:00:00Z,2024-05-19T00:00:00Z,,2024-05-02T00:00:00Z,2024-03-26T20:00:00Z,2024-05-04T00:00:00Z
736,100736,108,False,rejected,960,25,7,7,6,8.0,,"Peoria, IL",2025-10-02T00:00:00Z,2025-11-30T00:00:00Z,,2025-10-20T00:00:00Z,2025-09-30T18:00:00Z,2025-10-26T00:00:00Z
737,100737,303,False,rejected,1215,30,5,5,10,2.0,,"South Bend, IN",2024-09-21T00:00:00Z,2024-10-06T00:00:00Z,,2025-01-02T00:00:00Z,2024-09-20T07:00:00Z,2025-01-29T00:00:00Z
738,100738,260,False,active,1290,31,9,9,10,,,"Indianapolis, IN",2025-06-07T00:00:00Z,,,2025-07-23T00:00:00Z,2025-06-05T17:00:00Z,2025-08-12T00:00:00Z
739,100739,312,False,active,1057,27,7,7,6,,,"Rockford, IL",2025-08-22T00:00:00Z,,,2025-09-22T00:00:00Z,2025-08-21T02:00:00Z,2025-10-06T00:00:00Z
740,100740,186,False,rejected,373,10,1,1,2,8.0,,"South Bend, IN",2025-12-19T00:00:00Z,2026-02-06T00:00:00Z,,2026-02-11T00:00:00Z,2025-12-18T19:00:00Z,2026-02-14T00:00:00Z
741,100741,39,False,rejected,1054,7,9,9,6,2.0,,"Madison, WI",2025-11-25T00:00:00Z,2026-01-18T00:00:00Z,,2026-03-08T00:00:00Z,2025-11-24T01:00:00Z,2026-03-17T00:00:00Z
742,100742,68,False,hired,295,6,9,9,2,,,"Chicago, IL",2025-06-15T00:00:00Z,,2025-07-13T00:00:00Z,2025-08-29T00:00:00Z,2025-06-14T06:00:00Z,2025-09-21T00:00:00Z
743,100743,55,False,active,201,3,5,5,10,,,"Ann Arbor, MI",2024-06-10T00:00:00Z,,,2024-08-06T00:00:00Z,2024-06-08T19:00:00Z,2024-08-17T00:00:00Z
744,100744,273,False,rejected,1395,10,5,5,6,2.0,,"Madison, WI",2024-01-27T00:00:00Z,2024-03-02T00:00:00Z,,2024-05-16T00:00:00Z,2024-01-25T16:00:00Z,2024-06-09T00:00:00Z
745,100745,206,False,hired,787,5,9,9,10,,,"Chicago, IL",2025-06-20T00:00:00Z,,2025-07-08T00:00:00Z,2025-09-13T00:00:00Z,2025-06-19T19:00:00Z,2025-09-13T00:00:00Z
746,100746,178,False,active,1371,14,7,7,10,,,"South Bend, IN",2025-05-15T00:00:00Z,,,2025-05-29T00:00:00Z,2025-05-14T00:00:00Z,2025-06-24T00:00:00Z
747,100747,32,False,rejected,1292,28,7,7,2,6.0,,"Chicago, IL",2024-07-01T00:00:00Z,2024-07-13T00:00:00Z,,2024-08-15T00:00:00Z,2024-06-29T17:00:00Z,2024-08-17T00:00:00Z
748,100748,192,False,active,262,8,7,7,2,,,"Green Bay, WI",2024-10-01T00:00:00Z,,,2024-11-17T00:00:00Z,2024-09-30T06:00:00Z,2024-12-12T00:00:00Z
749,100749,229,False,rejected,772,10,9,9,6,7.0,,"South Bend, IN",2025-01-30T00:00:00Z,2025-03-27T00:00:00Z,,2025-02-15T00:00:00Z,2025-01-28T07:00:00Z,2025-02-22T00:00:00Z
750,100750,223,False,rejected,1250,15,1,1,6,1.0,,"South Bend, IN",2025-09-08T00:00:00Z,2025-09-23T00:00:00Z,,2025-12-04T00:00:00Z,2025-09-07T05:00:00Z,2025-12-09T00:00:00Z
751,100751,115,False,active,1209,29,1,1,2,,,"Peoria, IL",2025-06-23T00:00:00Z,,,2025-08-05T00:00:00Z,2025-06-21T15:00:00Z,2025-08-27T00:00:00Z
752,100752,213,False,rejected,1313,32,1,1,2,8.0,,"Ann Arbor, MI",2024-02-22T00:00:00Z,2024-04-14T00:00:00Z,,2024-03-17T00:00:00Z,2024-02-21T11:00:00Z,2024-04-16T00:00:00Z
753,100753,252,False,active,1087,20,7,7,10,,,"Rockford, IL",2024-04-08T00:00:00Z,,,2024-06-28T00:00:00Z,2024-04-06T23:00:00Z,2024-07-16T00:00:00Z
754,100754,312,False,rejected,652,5,5,5,10,5.0,,"Green Bay, WI",2025-02-16T00:00:00Z,2025-03-21T00:00:00Z,,2025-03-25T00:00:00Z,2025-02-14T13:00:00Z,2025-03-31T00:00:00Z
755,100755,122,False,active,174,19,5,5,6,,,"Peoria, IL",2025-03-29T00:00:00Z,,,2025-06-07T00:00:00Z,2025-03-27T15:00:00Z,2025-06-10T00:00:00Z
756,100756,138,False,rejected,880,8,7,7,10,8.0,,"Detroit, MI",2024-08-06T00:00:00Z,2024-08-30T00:00:00Z,,2024-11-18T00:00:00Z,2024-08-04T05:00:00Z,2024-12-06T00:00:00Z
757,100757,282,False,active,21,32,7,7,6,,,"Ann Arbor, MI",2025-01-26T00:00:00Z,,,2025-03-15T00:00:00Z,2025-01-24T01:00:00Z,2025-04-06T00:00:00Z
758,100758,163,False,hired,335,15,7,7,6,,,"Milwaukee, WI",2024-07-27T00:00:00Z,,2024-09-02T00:00:00Z,2024-10-18T00:00:00Z,2024-07-25T21:00:00Z,2024-10-20T00:00:00Z
759,100759,173,False,rejected,1077,19,9,9,10,8.0,,"Madison, WI",2024-06-15T00:00:00Z,2024-08-04T00:00:00Z,,2024-07-02T00:00:00Z,2024-06-14T14:00:00Z,2024-07-21T00:00:00Z
760,100760,288,False,rejected,711,30,5,5,10,7.0,,"Grand Rapids, MI",2024-01-18T00:00:00Z,2024-02-24T00:00:00Z,,2024-01-27T00:00:00Z,2024-01-16T09:00:00Z,2024-02-22T00:00:00Z
761,100761,145,False,active,474,13,7,7,2,,,"Milwaukee, WI",2024-11-15T00:00:00Z,,,2025-02-22T00:00:00Z,2024-11-13T07:00:00Z,2025-03-13T00:00:00Z
762,100762,184,False,active,470,25,9,9,2,,,"Fort Wayne, IN",2024-06-12T00:00:00Z,,,2024-07-31T00:00:00Z,2024-06-11T07:00:00Z,2024-08-19T00:00:00Z
763,100763,113,False,active,288,5,5,5,2,,,"Milwaukee, WI",2024-03-18T00:00:00Z,,,2024-05-22T00:00:00Z,2024-03-16T07:00:00Z,2024-05-27T00:00:00Z
764,100764,295,False,rejected,920,22,1,1,10,7.0,,"Grand Rapids, MI",2025-07-04T00:00:00Z,2025-07-18T00:00:00Z,,2025-08-20T00:00:00Z,2025-07-02T17:00:00Z,2025-09-15T00:00:00Z
765,100765,7,False,rejected,1077,21,5,5,6,8.0,,"Peoria, IL",2025-09-18T00:00:00Z,2025-11-16T00:00:00Z,,2025-10-27T00:00:00Z,2025-09-16T06:00:00Z,2025-10-29T00:00:00Z
766,100766,138,False,rejected,1495,32,7,7,6,1.0,,"Milwaukee, WI",2025-03-28T00:00:00Z,2025-04-26T00:00:00Z,,2025-04-06T00:00:00Z,2025-03-26T14:00:00Z,2025-04-25T00:00:00Z
767,100767,247,False,rejected,1089,20,9,9,2,5.0,,"Green Bay, WI",2024-02-14T00:00:00Z,2024-02-23T00:00:00Z,,2024-06-11T00:00:00Z,2024-02-12T13:00:00Z,2024-06-21T00:00:00Z
768,100768,114,False,rejected,245,15,9,9,6,6.0,,"Detroit, MI",2025-10-24T00:00:00Z,2025-11-24T00:00:00Z,,2025-12-06T00:00:00Z,2025-10-23T19:00:00Z,2025-12-10T00:00:00Z
769,100769,66,False,hired,335,24,7,7,2,,,"South Bend, IN",2024-01-10T00:00:00Z,,2024-02-18T00:00:00Z,2024-04-03T00:00:00Z,2024-01-08T06:00:00Z,2024-04-26T00:00:00Z
770,100770,253,False,rejected,699,10,1,1,6,2.0,,"Chicago, IL",2025-08-26T00:00:00Z,2025-10-12T00:00:00Z,,2025-10-11T00:00:00Z,2025-08-25T10:00:00Z,2025-10-14T00:00:00Z
771,100771,37,False,hired,1191,9,9,9,6,,,"Rockford, IL",2024-04-30T00:00:00Z,,2024-07-04T00:00:00Z,2024-07-12T00:00:00Z,2024-04-29T07:00:00Z,2024-08-06T00:00:00Z
772,100772,173,False,hired,1062,26,9,9,10,,,"Chicago, IL",2025-12-15T00:00:00Z,,2025-12-26T00:00:00Z,2026-02-04T00:00:00Z,2025-12-14T18:00:00Z,2026-03-05T00:00:00Z
773,100773,243,False,rejected,287,32,7,7,2,5.0,,"Rockford, IL",2024-02-01T00:00:00Z,2024-02-03T00:00:00Z,,2024-04-14T00:00:00Z,2024-01-30T22:00:00Z,2024-04-23T00:00:00Z
774,100774,196,False,rejected,920,6,7,7,2,5.0,,"Detroit, MI",2025-07-31T00:00:00Z,2025-09-19T00:00:00Z,,2025-10-18T00:00:00Z,2025-07-29T23:00:00Z,2025-10-18T00:00:00Z
775,100775,279,False,active,841,32,7,7,10,,,"Milwaukee, WI",2024-02-19T00:00:00Z,,,2024-05-02T00:00:00Z,2024-02-18T17:00:00Z,2024-05-11T00:00:00Z
776,100776,199,False,active,1310,3,5,5,6,,,"Ann Arbor, MI",2024-04-03T00:00:00Z,,,2024-06-18T00:00:00Z,2024-04-02T17:00:00Z,2024-07-08T00:00:00Z
777,100777,174,False,rejected,754,31,1,1,6,5.0,,"Indianapolis, IN",2025-03-28T00:00:00Z,2025-04-18T00:00:00Z,,2025-05-01T00:00:00Z,2025-03-27T10:00:00Z,2025-05-30T00:00:00Z
778,100778,149,False,active,290,33,5,5,10,,,"Indianapolis, IN",2025-12-27T00:00:00Z,,,2026-01-03T00:00:00Z,2025-12-25T03:00:00Z,2026-01-08T00:00:00Z
779,100779,65,False,rejected,632,6,7,7,10,8.0,,"Green Bay, WI",2024-03-07T00:00:00Z,2024-03-29T00:00:00Z,,2024-05-22T00:00:00Z,2024-03-05T18:00:00Z,2024-06-16T00:00:00Z
780,100780,315,False,rejected,506,4,1,1,10,3.0,,"South Bend, IN",2024-01-19T00:00:00Z,2024-02-08T00:00:00Z,,2024-05-17T00:00:00Z,2024-01-18T20:00:00Z,2024-06-09T00:00:00Z
781,100781,144,False,rejected,308,16,7,7,10,1.0,,"Indianapolis, IN",2024-07-11T00:00:00Z,2024-07-12T00:00:00Z,,2024-07-13T00:00:00Z,2024-07-09T15:00:00Z,2024-07-26T00:00:00Z
782,100782,158,False,active,897,26,1,1,2,,,"Indianapolis, IN",2024-07-30T00:00:00Z,,,2024-09-02T00:00:00Z,2024-07-29T10:00:00Z,2024-09-09T00:00:00Z
783,100783,321,False,rejected,872,10,1,1,10,3.0,,"South Bend, IN",2024-11-19T00:00:00Z,2024-12-30T00:00:00Z,,2024-12-07T00:00:00Z,2024-11-17T21:00:00Z,2024-12-28T00:00:00Z
784,100784,223,False,rejected,1037,29,1,1,6,2.0,,"Fort Wayne, IN",2025-07-27T00:00:00Z,2025-09-03T00:00:00Z,,2025-09-26T00:00:00Z,2025-07-25T15:00:00Z,2025-10-18T00:00:00Z
785,100785,94,False,rejected,192,17,7,7,10,2.0,,"Green Bay, WI",2025-03-10T00:00:00Z,2025-03-24T00:00:00Z,,2025-04-15T00:00:00Z,2025-03-09T09:00:00Z,2025-05-05T00:00:00Z
786,100786,14,False,active,149,7,5,5,6,,,"Grand Rapids, MI",2025-04-25T00:00:00Z,,,2025-08-11T00:00:00Z,2025-04-24T12:00:00Z,2025-09-10T00:00:00Z
787,100787,154,False,rejected,836,29,1,1,6,4.0,,"Detroit, MI",2024-03-19T00:00:00Z,2024-05-18T00:00:00Z,,2024-05-29T00:00:00Z,2024-03-17T14:00:00Z,2024-06-26T00:00:00Z
788,100788,68,False,hired,872,32,1,1,2,,,"Peoria, IL",2024-06-16T00:00:00Z,,2024-08-31T00:00:00Z,2024-07-30T00:00:00Z,2024-06-14T07:00:00Z,2024-08-12T00:00:00Z
789,100789,277,False,active,850,25,5,5,6,,,"Grand Rapids, MI",2025-04-03T00:00:00Z,,,2025-05-28T00:00:00Z,2025-04-01T15:00:00Z,2025-06-16T00:00:00Z
790,100790,73,False,hired,1535,28,9,9,10,,,"Rockford, IL",2025-06-11T00:00:00Z,,2025-07-26T00:00:00Z,2025-06-25T00:00:00Z,2025-06-10T17:00:00Z,2025-07-14T00:00:00Z
791,100791,201,False,rejected,1419,16,5,5,6,3.0,,"Grand Rapids, MI",2024-11-29T00:00:00Z,2025-01-02T00:00:00Z,,2025-01-20T00:00:00Z,2024-11-28T12:00:00Z,2025-02-14T00:00:00Z
792,100792,235,False,active,1258,32,9,9,2,,,"Indianapolis, IN",2024-09-30T00:00:00Z,,,2024-10-30T00:00:00Z,2024-09-29T12:00:00Z,2024-11-17T00:00:00Z
793,100793,188,False,active,794,28,9,9,2,,,"Rockford, IL",2025-02-12T00:00:00Z,,,2025-03-17T00:00:00Z,2025-02-11T10:00:00Z,2025-03-17T00:00:00Z
794,100794,94,False,rejected,666,12,1,1,2,2.0,,"Indianapolis, IN",2025-05-25T00:00:00Z,2025-07-02T00:00:00Z,,2025-07-20T00:00:00Z,2025-05-24T22:00:00Z,2025-08-01T00:00:00Z
795,100795,22,False,hired,969,3,9,9,2,,,"Peoria, IL",2024-01-15T00:00:00Z,,2024-03-14T00:00:00Z,2024-05-09T00:00:00Z,2024-01-13T07:00:00Z,2024-05-14T00:00:00Z
796,100796,281,False,converted,72,4,9,9,10,,,"Rockford, IL",2025-03-29T00:00:00Z,,,2025-04-30T00:00:00Z,2025-03-27T19:00:00Z,2025-05-23T00:00:00Z
797,100797,210,False,rejected,1568,1,9,9,10,5.0,,"Fort Wayne, IN",2024-10-05T00:00:00Z,2024-11-15T00:00:00Z,,2024-10-27T00:00:00Z,2024-10-04T08:00:00Z,2024-11-23T00:00:00Z
798,100798,55,False,active,699,13,7,7,6,,,"Fort Wayne, IN",2025-08-16T00:00:00Z,,,2025-12-10T00:00:00Z,2025-08-14T07:00:00Z,2025-12-20T00:00:00Z
799,100799,288,False,active,880,22,1,1,6,,,"Chicago, IL",2025-08-11T00:00:00Z,,,2025-08-25T00:00:00Z,2025-08-10T18:00:00Z,2025-09-02T00:00:00Z
800,100800,61,False,active,467,23,5,5,6,,,"Milwaukee, WI",2025-02-12T00:00:00Z,,,2025-03-29T00:00:00Z,2025-02-10T03:00:00Z,2025-04-17T00:00:00Z
801,100801,168,False,active,907,26,5,5,2,,,"Madison, WI",2025-02-10T00:00:00Z,,,2025-04-08T00:00:00Z,2025-02-09T20:00:00Z,2025-04-19T00:00:00Z
802,100802,77,False,rejected,130,21,9,9,6,3.0,,"Ann Arbor, MI",2025-08-10T00:00:00Z,2025-08-29T00:00:00Z,,2025-10-07T00:00:00Z,2025-08-08T10:00:00Z,2025-10-07T00:00:00Z
803,100803,51,False,hired,1552,8,9,9,2,,,"Ann Arbor, MI",2024-03-16T00:00:00Z,,2024-06-11T00:00:00Z,2024-07-03T00:00:00Z,2024-03-14T05:00:00Z,2024-07-09T00:00:00Z
804,100804,122,False,hired,267,10,9,9,10,,,"Detroit, MI",2025-06-16T00:00:00Z,,2025-09-05T00:00:00Z,2025-07-19T00:00:00Z,2025-06-15T12:00:00Z,2025-08-06T00:00:00Z
805,100805,102,False,hired,1396,27,7,7,6,,,"South Bend, IN",2024-08-17T00:00:00Z,,2024-10-12T00:00:00Z,2024-11-03T00:00:00Z,2024-08-15T13:00:00Z,2024-11-29T00:00:00Z
806,100806,154,False,rejected,907,32,7,7,6,8.0,,"Green Bay, WI",2025-02-12T00:00:00Z,2025-03-24T00:00:00Z,,2025-03-08T00:00:00Z,2025-02-10T21:00:00Z,2025-03-27T00:00:00Z
807,100807,158,False,active,705,14,5,5,10,,,"Ann Arbor, MI",2025-05-08T00:00:00Z,,,2025-08-13T00:00:00Z,2025-05-06T22:00:00Z,2025-08-19T00:00:00Z
808,100808,154,False,rejected,680,15,1,1,2,1.0,,"Madison, WI",2024-09-20T00:00:00Z,2024-11-07T00:00:00Z,,2024-12-11T00:00:00Z,2024-09-19T12:00:00Z,2024-12-19T00:00:00Z
809,100809,224,False,rejected,1209,2,7,7,2,4.0,,"Grand Rapids, MI",2025-03-29T00:00:00Z,2025-05-22T00:00:00Z,,2025-05-06T00:00:00Z,2025-03-28T15:00:00Z,2025-05-19T00:00:00Z
810,100810,276,False,rejected,22,8,1,1,2,3.0,,"Madison, WI",2025-03-24T00:00:00Z,2025-05-04T00:00:00Z,,2025-07-21T00:00:00Z,2025-03-23T23:00:00Z,2025-08-01T00:00:00Z
811,100811,133,False,rejected,297,12,1,1,10,3.0,,"South Bend, IN",2025-12-06T00:00:00Z,2025-12-19T00:00:00Z,,2026-01-22T00:00:00Z,2025-12-04T09:00:00Z,2026-01-23T00:00:00Z
812,100812,283,False,active,370,30,9,9,6,,,"Detroit, MI",2025-09-25T00:00:00Z,,,2025-11-15T00:00:00Z,2025-09-24T12:00:00Z,2025-12-10T00:00:00Z
813,100813,131,False,active,474,11,1,1,10,,,"Grand Rapids, MI",2024-06-22T00:00:00Z,,,2024-09-27T00:00:00Z,2024-06-20T21:00:00Z,2024-10-14T00:00:00Z
814,100814,109,False,active,1278,10,7,7,10,,,"Madison, WI",2025-05-21T00:00:00Z,,,2025-07-26T00:00:00Z,2025-05-20T22:00:00Z,2025-08-07T00:00:00Z
815,100815,83,False,rejected,1153,6,1,1,2,1.0,,"Ann Arbor, MI",2024-07-28T00:00:00Z,2024-08-04T00:00:00Z,,2024-11-06T00:00:00Z,2024-07-26T00:00:00Z,2024-11-15T00:00:00Z
816,100816,45,False,active,1007,14,5,5,6,,,"Milwaukee, WI",2025-08-25T00:00:00Z,,,2025-08-26T00:00:00Z,2025-08-23T18:00:00Z,2025-09-12T00:00:00Z
817,100817,281,False,active,607,1,5,5,2,,,"Grand Rapids, MI",2024-12-11T00:00:00Z,,,2025-01-13T00:00:00Z,2024-12-10T14:00:00Z,2025-01-24T00:00:00Z
818,100818,225,False,active,1292,30,5,5,6,,,"Ann Arbor, MI",2025-11-09T00:00:00Z,,,2025-11-30T00:00:00Z,2025-11-08T06:00:00Z,2025-12-05T00:00:00Z
819,100819,44,False,hired,89,29,9,9,2,,,"Milwaukee, WI",2025-10-01T00:00:00Z,,2025-11-13T00:00:00Z,2025-12-03T00:00:00Z,2025-09-29T23:00:00Z,2025-12-22T00:00:00Z
820,100820,124,False,rejected,862,4,7,7,6,5.0,,"Grand Rapids, MI",2024-03-12T00:00:00Z,2024-04-05T00:00:00Z,,2024-05-31T00:00:00Z,2024-03-10T07:00:00Z,2024-06-14T00:00:00Z
821,100821,109,False,active,934,12,1,1,2,,,"Detroit, MI",2024-01-10T00:00:00Z,,,2024-04-20T00:00:00Z,2024-01-08T02:00:00Z,2024-05-08T00:00:00Z
822,100822,124,False,active,1523,3,9,9,10,,,"Rockford, IL",2024-08-30T00:00:00Z,,,2024-08-31T00:00:00Z,2024-08-28T07:00:00Z,2024-09-08T00:00:00Z
823,100823,17,False,rejected,537,13,7,7,2,7.0,,"Peoria, IL",2024-09-23T00:00:00Z,2024-10-12T00:00:00Z,,2025-01-13T00:00:00Z,2024-09-21T00:00:00Z,2025-01-25T00:00:00Z
824,100824,7,False,rejected,1346,3,9,9,6,2.0,,"South Bend, IN",2024-11-02T00:00:00Z,2024-11-22T00:00:00Z,,2025-01-16T00:00:00Z,2024-10-31T02:00:00Z,2025-01-28T00:00:00Z
825,100825,180,False,hired,1093,27,9,9,2,,,"Milwaukee, WI",2025-12-29T00:00:00Z,,2026-02-20T00:00:00Z,2026-02-27T00:00:00Z,2025-12-27T22:00:00Z,2026-03-09T00:00:00Z
826,100826,223,False,active,644,31,5,5,6,,,"Chicago, IL",2024-07-21T00:00:00Z,,,2024-09-29T00:00:00Z,2024-07-20T14:00:00Z,2024-10-22T00:00:00Z
