cust_id,Segment_Name,Risk_Tier,Customer_Health_Score,Total_Spend,Recency_Days,Frequency_Visits,total_sessions,churn_probability,nps_score,tier_status,points_balance,primary_complaint,enrollment_date
L-26261,Tech Frustrated,Watchlist,60.554,869.0,6,37,27,0.9723,7,Base,859,,8/12/2024
L-26274,Loyalty Hoarder,Healthy,72.274,1263.0,11,28,30,0.3863,6,Base,2323,Price_Perception,11/20/2024
L-26307,Loyalty Hoarder,Healthy,77.688,665.0,4,23,25,0.1156,7,Silver,2376,,9/11/2024
L-26329,Standard Active,Critical,38.504,703.0,2,32,2,0.8748,7,Silver,1374,,2/8/2024
L-26333,Tech Frustrated,Healthy,74.31,679.5,14,25,35,0.2845,10,Silver,555,None_Happy,10/22/2024
L-26343,Digital Ghost,Watchlist,45.612,537.5,0,26,0,0.2194,7,Base,1061,,8/24/2023
L-26344,Tech Frustrated,Healthy,75.304,1320.0,5,37,34,0.2348,7,Silver,980,,3/27/2023
L-26345,Digital Ghost,Critical,30.2,1153.5,0,35,0,0.99,5,Silver,1293,Price_Perception,10/7/2024
L-26348,Digital Ghost,Watchlist,48.586,535.5,14,25,0,0.0707,7,Silver,1363,,4/20/2024
L-26388,Digital Ghost,Watchlist,49.33,1456.5,3,39,0,0.0335,7,Base,1092,,1/23/2024
L-26393,Tech Frustrated,Watchlist,68.69200000000001,854.0,4,32,22,0.5654,7,Base,937,,5/17/2023
L-26415,Tech Frustrated,Healthy,74.672,1427.5,12,31,23,0.2664,7,Base,539,,10/12/2024
L-26479,Loyalty Hoarder,Watchlist,49.372,834.0,18,28,0,0.0314,7,Base,3934,,10/7/2024
L-26485,Tech Frustrated,Watchlist,69.858,1584.5,2,33,24,0.5071,7,Base,999,,8/3/2023
L-26486,Fading Champion,Critical,38.492,527.5,23,23,0,0.5754,7,Base,1125,,5/23/2023
L-26495,Tech Frustrated,Healthy,78.248,1287.5,20,31,40,0.0876,7,Silver,701,,3/17/2024
L-26506,Loyalty Hoarder,Healthy,74.356,1116.5,0,25,25,0.2822,6,Silver,3007,Price_Perception,2/1/2023
L-26520,Tech Frustrated,Watchlist,64.566,681.0,9,28,24,0.7717,2,Base,907,App_Technical_Issue,10/11/2024
L-26537,Tech Frustrated,Watchlist,65.53399999999999,850.5,21,30,45,0.7233,4,Base,138,App_Technical_Issue,1/16/2023
L-26608,Digital Ghost,Watchlist,46.356,675.5,6,24,0,0.1822,10,Silver,1101,None_Happy,9/22/2023
L-26614,Tech Frustrated,Healthy,75.608,860.0,1,36,23,0.2196,7,Silver,918,,5/23/2024
L-26624,Standard Active,Healthy,76.806,982.5,3,28,39,0.1597,7,Silver,532,,1/3/2024
L-26654,Digital Ghost,Critical,35.804,1729.5,0,32,0,0.7098,7,Base,762,,1/6/2023
L-26665,Digital Ghost,Watchlist,46.328,992.5,1,31,0,0.1836,7,Silver,679,,7/20/2023
L-26667,Tech Frustrated,Healthy,74.144,686.5,2,26,14,0.2928,7,Base,789,,9/24/2023
L-26686,Tech Frustrated,Watchlist,61.19199999999999,687.5,7,28,23,0.9404,6,Silver,1147,Price_Perception,9/4/2023
L-26692,Loyalty Hoarder,Healthy,76.284,1004.0,4,35,25,0.1858,7,Base,2357,,9/25/2024
L-26703,Digital Ghost,Watchlist,43.242,1592.0,11,34,0,0.3379,3,Silver,1043,Out_of_Stock,4/7/2024
L-26710,Standard Active,Healthy,78.996,1112.0,3,25,23,0.0502,7,Silver,461,,1/21/2024
L-26719,Digital Ghost,Critical,36.604,987.0,8,28,0,0.6698,3,Base,1118,App_Technical_Issue,3/25/2024
L-26733,Standard Active,Watchlist,49.3,702.5,17,30,2,0.335,7,Silver,1567,,8/26/2024
L-26767,Digital Ghost,Critical,38.42,835.0,4,28,0,0.579,7,Base,456,,1/13/2024
L-26780,Digital Ghost,Watchlist,43.238,808.5,2,22,0,0.3381,7,Base,331,,3/9/2024
L-26798,Standard Active,Healthy,76.476,843.5,12,33,16,0.1762,7,Silver,367,,9/24/2024
L-26818,Digital Ghost,Watchlist,44.238,801.5,21,20,0,0.2881,7,Silver,1093,,7/18/2024
L-26864,Tech Frustrated,Healthy,74.88,1131.5,16,29,19,0.256,7,Silver,88,,2/28/2024
L-26888,Loyalty Hoarder,Healthy,74.68,1251.5,14,22,28,0.266,7,Silver,2946,,1/10/2023
L-26920,Standard Active,Watchlist,63.168,870.0,6,36,22,0.8416,7,Silver,807,,12/20/2023
L-26939,Tech Frustrated,Healthy,79.78,1009.0,2,34,17,0.011,7,Silver,518,,5/29/2023
L-26966,Tech Frustrated,Healthy,78.526,963.5,11,23,23,0.0737,7,Silver,1100,,1/5/2024
L-27013,Standard Active,Watchlist,69.066,687.5,8,27,26,0.5467,7,Base,1043,,8/16/2024
L-27024,Tech Frustrated,Watchlist,64.98,1283.0,8,30,45,0.751,7,Silver,1144,,11/3/2023
L-27029,Digital Ghost,Critical,35.647999999999996,398.0,4,29,0,0.7176,0,Base,23,App_Technical_Issue,3/28/2024
L-27047,Fading Champion,Watchlist,66.202,994.5,24,30,35,0.6899,2,Silver,389,App_Technical_Issue,11/16/2024
L-27052,Tech Frustrated,Watchlist,61.73,485.5,5,14,30,0.9135,7,Base,864,,4/10/2023
L-27068,Loyalty Hoarder,Healthy,73.958,1126.0,4,27,25,0.3021,7,Base,2991,,3/2/2023
L-27149,Tech Frustrated,Healthy,78.498,966.0,11,25,28,0.0751,7,Base,1044,,10/27/2024
L-27151,Loyalty Hoarder,Healthy,78.916,662.5,2,22,26,0.0542,7,Base,2283,,3/8/2024
L-27164,Tech Frustrated,Watchlist,68.912,827.0,13,25,28,0.5544,7,Base,1254,Price_Perception,9/21/2023
L-27183,Loyalty Hoarder,Watchlist,59.022,840.5,0,28,5,0.2989,7,Silver,2075,,3/14/2024
L-27234,Loyalty Hoarder,Healthy,75.882,241.5,0,25,15,0.2059,7,Gold,2133,,2/7/2023
L-27250,Standard Active,Healthy,75.024,564.5,0,33,10,0.2488,7,Silver,654,,5/7/2023
L-27252,Tech Frustrated,Watchlist,67.126,1262.5,2,23,22,0.6437,7,Silver,482,,8/9/2024
L-27260,Digital Ghost,Watchlist,48.718,1128.0,4,28,0,0.0641,7,Silver,686,,11/8/2023
L-27293,Tech Frustrated,Watchlist,60.2,1163.0,3,36,32,0.99,5,Silver,657,App_Technical_Issue,10/25/2024
L-27296,Standard Active,Healthy,72.452,1127.0,4,28,18,0.3774,7,Base,669,,7/9/2024
L-27298,Standard Active,Healthy,76.048,1131.0,0,29,14,0.1976,7,Gold,103,,3/19/2024
L-27347,Digital Ghost,Watchlist,48.25,703.5,0,32,0,0.0875,7,Base,1851,,4/30/2024
L-27363,Tech Frustrated,Healthy,76.878,1270.5,19,29,25,0.1561,7,Silver,696,,2/11/2023
L-27373,Tech Frustrated,Watchlist,49.136,810.0,0,23,5,0.7932,7,Silver,1967,,6/7/2024
L-27403,Standard Active,Healthy,72.572,662.0,5,22,18,0.3714,7,Base,1688,,9/13/2024
L-27415,Loyalty Hoarder,Healthy,77.778,842.5,2,26,29,0.1111,7,Base,2286,,10/25/2023
L-27427,Tech Frustrated,Healthy,70.396,965.5,6,25,24,0.4802,7,Base,10,,11/16/2024
L-27503,Digital Ghost,Watchlist,44.26,698.0,0,29,0,0.287,7,Base,496,,11/14/2024
L-27517,Standard Active,Healthy,74.768,1186.0,2,45,15,0.2616,7,Silver,705,,6/5/2024
L-27542,Tech Frustrated,Healthy,73.622,977.5,4,26,21,0.3189,7,Base,1436,,2/14/2024
L-27555,Digital Ghost,Critical,32.354,1114.0,1,25,0,0.8823,7,Base,1321,,7/25/2023
L-27561,Digital Ghost,Watchlist,44.792,1150.5,10,31,0,0.2604,7,Gold,95,,9/22/2023
L-27578,Digital Ghost,Watchlist,48.954,528.0,0,25,0,0.0523,7,Base,247,,2/22/2024
L-27589,Standard Active,Watchlist,56.104,853.0,4,32,8,0.8948,7,Base,957,,3/3/2024
L-27596,Digital Ghost,Watchlist,49.114,1268.0,3,27,0,0.0443,7,Base,197,,8/7/2023
L-27618,Loyalty Hoarder,Healthy,77.096,992.5,2,29,13,0.1452,7,Silver,2574,,5/10/2023
L-27648,Fading Champion,Healthy,72.732,837.0,22,27,8,0.0634,7,Base,2311,,2/25/2024
L-27652,Fading Champion,Healthy,76.536,964.5,35,26,22,0.1732,10,Base,473,None_Happy,8/15/2023
L-27677,Standard Active,Watchlist,64.752,1246.0,5,23,5,0.0124,7,Silver,220,,7/11/2023
L-27679,Standard Active,Healthy,77.27,963.0,17,25,15,0.1365,7,Base,640,,2/7/2024
L-27692,Tech Frustrated,Healthy,77.80799999999999,824.5,0,28,16,0.1096,7,Silver,237,,6/5/2024
L-27704,Loyalty Hoarder,Healthy,79.054,833.0,3,29,37,0.0473,7,Silver,3128,,9/16/2024
L-27719,Standard Active,Watchlist,67.80799999999999,1415.5,3,27,22,0.6096,7,Base,164,,11/29/2023
L-27721,Tech Frustrated,Healthy,74.996,528.5,6,24,18,0.2502,7,Silver,1812,,4/16/2023
L-27739,Tech Frustrated,Watchlist,61.066,1291.0,7,32,16,0.9467,7,Gold,2101,,7/24/2023
L-27757,Loyalty Hoarder,Healthy,70.652,1589.5,3,31,23,0.4674,9,Base,2587,None_Happy,6/20/2024
L-27765,Standard Active,Watchlist,63.902,711.0,2,35,9,0.6549,7,Base,80,,5/28/2024
L-27809,Digital Ghost,Critical,39.922,1007.0,7,35,0,0.5039,6,Base,957,Staff_Helpfulness,4/23/2024
L-27880,Standard Active,Healthy,74.174,703.0,5,31,9,0.1413,7,Silver,1794,,6/8/2023
L-27881,Digital Ghost,Watchlist,46.088,835.0,11,26,0,0.1956,7,Silver,512,,5/14/2024
L-27898,Tech Frustrated,Watchlist,61.032,862.5,3,35,5,0.1984,7,Base,498,,7/3/2024
L-27907,Digital Ghost,Watchlist,48.822,996.0,4,32,0,0.0589,7,Base,237,,5/18/2023
L-27928,Tech Frustrated,Watchlist,66.582,1287.5,6,31,34,0.6709,3,Silver,706,App_Technical_Issue,9/20/2023
L-27934,Loyalty Hoarder,Watchlist,43.854,813.0,6,23,0,0.3073,7,Silver,3438,,6/15/2023
L-27935,Tech Frustrated,Healthy,77.86,687.0,0,28,16,0.107,7,Base,792,,7/29/2023
L-27980,Standard Active,Healthy,78.234,1147.5,2,33,21,0.0883,7,Base,343,,3/24/2024
L-27988,Standard Active,Healthy,74.72,1139.5,6,33,19,0.264,7,Base,912,,7/31/2023
L-28017,Tech Frustrated,Watchlist,61.721999999999994,838.5,7,29,25,0.9139,7,Silver,688,,9/22/2024
L-28021,Tech Frustrated,Healthy,77.726,2319.0,11,33,16,0.1137,7,Silver,1276,,11/8/2023
L-28026,Digital Ghost,Watchlist,49.336,709.0,0,32,0,0.0332,7,Base,925,,3/20/2023
L-28033,Standard Active,Healthy,72.632,1116.5,16,26,18,0.3684,7,Silver,1931,,10/12/2023
L-28053,Tech Frustrated,Healthy,73.92,1301.5,3,36,24,0.304,7,Silver,585,,10/11/2023
L-28088,Fading Champion,Watchlist,47.71,981.0,35,27,0,0.1145,7,Base,2149,,1/8/2024
L-28096,Loyalty Hoarder,Watchlist,46.544,670.5,12,21,0,0.1728,6,Base,2240,Price_Perception,10/15/2024
L-28102,Digital Ghost,Watchlist,45.466,785.0,15,16,0,0.2267,7,Base,776,,1/20/2023
L-28104,Loyalty Hoarder,Watchlist,44.556,1273.0,1,25,0,0.2722,5,Silver,2213,Price_Perception,4/26/2023
L-28112,Digital Ghost,Watchlist,47.16,1764.5,7,41,0,0.142,7,Silver,600,,1/27/2024
L-28117,Loyalty Hoarder,Watchlist,63.093999999999994,1142.5,2,30,44,0.8453,7,Base,2577,,8/3/2024
L-28128,Tech Frustrated,Healthy,71.578,1296.5,2,35,30,0.4211,7,Base,291,,1/7/2023
L-28154,Tech Frustrated,Watchlist,64.358,857.0,3,33,22,0.7821,7,Base,1330,,3/11/2024
L-28200,Loyalty Hoarder,Watchlist,61.968,1138.5,1,31,23,0.9016,7,Base,3875,,9/24/2023
L-28204,Price Sensitive,Watchlist,66.936,846.0,14,29,8,0.3531999999999999,7,Silver,1206,Price_Perception,2/13/2024
L-28209,Tech Frustrated,Watchlist,65.782,976.0,14,25,13,0.7109,5,Base,1319,Price_Perception,11/5/2024
L-28223,Tech Frustrated,Watchlist,66.848,1304.5,11,38,21,0.6576,7,Base,1778,,3/23/2024
L-28231,Tech Frustrated,Healthy,74.69,240.5,10,24,24,0.2655,5,Base,1271,Price_Perception,11/12/2023
L-28279,Standard Active,Healthy,77.13,970.0,8,25,28,0.1435,9,Base,1171,None_Happy,2/12/2023
L-28313,Tech Frustrated,Watchlist,60.2,1446.0,5,34,32,0.99,3,Silver,1213,App_Technical_Issue,6/30/2024
L-28349,Fading Champion,Watchlist,68.208,693.0,27,28,37,0.5896,7,Gold,1319,,10/16/2024
L-28398,Tech Frustrated,Healthy,76.82,964.0,3,24,25,0.159,10,Base,43,None_Happy,9/25/2023
L-28423,Tech Frustrated,Healthy,73.622,1305.0,11,38,35,0.3189,7,Base,2261,,4/23/2023
L-28433,Digital Ghost,Critical,32.507999999999996,383.5,14,24,0,0.8746,7,Base,1730,,4/12/2024
L-28467,Loyalty Hoarder,Healthy,73.508,1436.0,0,32,35,0.3246,7,Base,2124,,10/15/2023
L-28477,Digital Ghost,Watchlist,44.066,1577.0,19,30,0,0.2967,7,Base,88,,7/9/2023
L-28499,Standard Active,Healthy,70.02199999999999,833.0,4,26,18,0.4989,7,Base,464,,10/27/2024
L-28509,Tech Frustrated,Healthy,73.04599999999999,994.5,2,31,48,0.3477,7,Silver,328,,9/30/2024
L-28533,Fading Champion,Watchlist,45.64,812.0,36,22,0,0.218,7,Silver,1345,,4/14/2024
L-28536,Loyalty Hoarder,Healthy,76.47,1152.5,2,36,30,0.1765,7,Base,2324,,8/21/2024
L-28564,Standard Active,Watchlist,61.45,1159.5,10,38,27,0.9275,9,Silver,1056,None_Happy,3/1/2023
L-28576,Digital Ghost,Critical,31.202,1008.5,0,35,0,0.9399,7,Silver,1343,,8/10/2023
L-28613,Standard Active,Watchlist,57.617999999999995,967.0,16,25,8,0.8191,7,Silver,1510,,1/13/2023
L-28647,Standard Active,Watchlist,69.78999999999999,687.5,4,28,17,0.5105,7,Silver,2182,,8/31/2024
L-28672,Loyalty Hoarder,Watchlist,68.002,653.0,12,18,26,0.5999,5,Base,2019,App_Technical_Issue,11/12/2023
L-28681,Tech Frustrated,Watchlist,66.854,994.0,10,32,23,0.6573,1,Base,161,App_Technical_Issue,8/20/2024
L-28699,Tech Frustrated,Healthy,76.854,549.5,5,31,15,0.1573,7,Base,1442,,8/26/2023
L-28731,Tech Frustrated,Watchlist,68.398,843.0,0,29,7,0.1301,7,Base,803,,6/13/2024
L-28738,Digital Ghost,Watchlist,45.588,1002.5,13,36,0,0.2206,7,Silver,757,,2/5/2024
L-28758,Tech Frustrated,Healthy,74.63,1111.5,7,24,26,0.2685,7,Base,372,,3/7/2024
L-28785,Tech Frustrated,Healthy,74.794,383.5,1,26,14,0.2603,7,Gold,18,,4/5/2024
L-28786,Standard Active,Healthy,75.354,210.0,3,17,20,0.2323,7,Base,722,,2/22/2024
L-28797,Fading Champion,Healthy,73.742,1110.5,32,23,11,0.3129,6,Silver,633,Price_Perception,8/31/2023
L-28820,Fading Champion,Watchlist,48.494,1153.0,23,34,0,0.0753,7,Base,433,,11/13/2023
L-28833,Tech Frustrated,Watchlist,61.348,834.0,0,29,33,0.9326,7,Silver,740,,2/7/2023
L-28835,Digital Ghost,Watchlist,43.814,1106.5,2,21,0,0.3093,7,Silver,674,,2/22/2023
L-28846,Tech Frustrated,Healthy,78.814,725.0,15,36,14,0.0593,7,Silver,1681,,8/8/2024
L-28847,Loyalty Hoarder,Watchlist,63.489999999999995,1425.0,7,31,40,0.8255,7,Silver,2247,,2/28/2023
L-28853,Fading Champion,Healthy,73.786,1118.5,46,27,15,0.3107,7,Silver,2206,,10/6/2024
L-28856,Loyalty Hoarder,Critical,33.166,848.5,21,30,0,0.8417,7,Silver,2165,,12/26/2023
L-28866,Digital Ghost,Watchlist,45.586,522.0,6,23,0,0.2207,7,Base,526,,10/13/2024
L-28876,Standard Active,Healthy,79.456,991.0,7,31,10,0.0272,7,Gold,1406,,5/3/2023
L-28904,Loyalty Hoarder,Watchlist,40.796,1455.0,10,37,0,0.4602,7,Base,3064,,2/5/2023
L-28905,Tech Frustrated,Watchlist,60.2,982.0,2,27,16,0.99,4,Silver,382,App_Technical_Issue,11/24/2023
L-28927,Tech Frustrated,Healthy,77.166,794.5,8,18,25,0.1417,7,Silver,1113,,8/29/2024
L-28928,Tech Frustrated,Healthy,74.954,368.0,3,20,11,0.2523,7,Silver,583,,5/21/2024
L-28947,Tech Frustrated,Healthy,78.344,517.0,8,20,22,0.0828,7,Silver,269,,12/13/2023
L-28959,Digital Ghost,Watchlist,47.66,537.0,1,26,0,0.117,5,Silver,1721,Price_Perception,5/12/2023
L-28967,Fading Champion,Watchlist,40.348,1113.5,53,23,0,0.4826,4,Base,1325,Staff_Helpfulness,12/13/2023
L-29006,Digital Ghost,Watchlist,48.204,680.0,0,26,0,0.0898,7,Silver,2310,,10/3/2024
L-29040,Fading Champion,Watchlist,45.638,972.0,40,26,0,0.2181,7,Base,1465,,2/22/2023
L-29045,Standard Active,Healthy,77.30799999999999,1127.5,7,28,22,0.1346,7,Base,377,,12/15/2023
L-29071,Standard Active,Healthy,74.272,529.5,4,23,23,0.2864,7,Base,900,,2/18/2024
L-29082,Loyalty Hoarder,Healthy,74.30199999999999,1293.5,2,33,41,0.2849,8,Silver,2265,Staff_Helpfulness,11/30/2024
L-29087,Tech Frustrated,Healthy,75.378,399.0,9,28,37,0.2311,7,Silver,1211,,5/25/2023
L-29121,Digital Ghost,Critical,35.82,1134.5,13,32,0,0.709,7,Silver,450,,9/12/2023
L-29127,Loyalty Hoarder,Watchlist,65.352,1148.0,0,33,30,0.7324,7,Silver,2193,,7/19/2024
L-29136,Standard Active,Healthy,75.548,967.0,4,24,19,0.2226,7,Silver,1489,,7/3/2024
L-29147,Tech Frustrated,Healthy,72.578,392.0,9,24,9,0.2211,7,Silver,1446,,9/10/2024
L-29154,Tech Frustrated,Watchlist,67.708,852.0,1,34,31,0.6146,7,Base,492,,7/21/2024
L-29181,Standard Active,Watchlist,65.264,1127.0,12,30,11,0.7368,7,Silver,1275,,2/27/2024
L-29233,Digital Ghost,Watchlist,46.582,1128.5,7,28,0,0.1709,7,Base,1716,,11/4/2023
L-29267,Digital Ghost,Critical,34.65,817.5,1,26,0,0.7675,7,Silver,1326,,2/12/2023
L-29291,Fading Champion,Watchlist,45.496,799.0,23,18,0,0.2252,7,Base,563,Price_Perception,8/14/2023
L-29319,Digital Ghost,Watchlist,43.964,527.0,7,27,0,0.3018,7,Silver,1947,,3/27/2024
L-29327,Tech Frustrated,Watchlist,66.504,523.5,15,22,45,0.6748,7,Base,1644,,7/3/2023
L-29342,Digital Ghost,Watchlist,47.276,814.5,2,19,0,0.1362,7,Silver,866,,1/1/2024
L-29356,Price Sensitive,Watchlist,60.87,403.0,7,29,6,0.3565,5,Silver,1498,Price_Perception,10/13/2024
L-29357,Standard Active,Watchlist,61.534,1004.0,2,34,19,0.9233,7,Silver,211,,6/29/2023
L-29363,Tech Frustrated,Healthy,77.932,1265.5,7,25,23,0.1034,7,Base,489,,8/26/2023
L-29401,Digital Ghost,Critical,33.126,225.0,12,22,0,0.8437,7,Base,2447,,6/12/2024
L-29407,Loyalty Hoarder,Watchlist,44.468,977.0,3,27,0,0.2766,7,Silver,3040,,12/23/2023
L-29423,Digital Ghost,Watchlist,43.648,701.5,0,31,0,0.3176,7,Base,2429,,1/28/2023
L-29435,Digital Ghost,Critical,33.849999999999994,982.5,2,26,0,0.8075,7,Silver,1631,,6/23/2024
L-29443,Tech Frustrated,Watchlist,63.892,826.0,10,26,25,0.8054,7,Gold,1604,,2/16/2023
L-29470,Digital Ghost,Watchlist,43.766,964.5,9,23,0,0.3117,7,Base,2573,,11/7/2024
L-29493,Loyalty Hoarder,Watchlist,47.754,384.5,19,24,0,0.1123,7,Silver,3080,,5/19/2024
L-29501,Loyalty Hoarder,Watchlist,60.617999999999995,214.0,9,18,16,0.9691,7,Silver,2349,,9/23/2024
L-29515,Standard Active,Watchlist,53.9,1157.5,6,36,6,0.705,7,Silver,1098,,3/14/2024
L-29517,Price Sensitive,Watchlist,64.538,849.5,15,30,14,0.7731,6,Silver,1276,Price_Perception,9/22/2024
L-29526,Digital Ghost,Watchlist,46.806,402.0,14,28,0,0.1597,7,Silver,141,,3/7/2023
L-29540,Standard Active,Healthy,74.45,667.0,1,23,15,0.2775,4,Silver,391,Staff_Helpfulness,4/20/2024
L-29556,Standard Active,Healthy,78.91,1295.0,4,31,24,0.0545,7,Silver,144,,6/9/2023
L-29569,Digital Ghost,Watchlist,45.898,1166.5,1,38,0,0.2051,7,Silver,979,,1/29/2024
L-29575,Tech Frustrated,Healthy,76.88,955.0,5,21,45,0.156,7,Silver,246,,6/13/2024
L-29597,Fading Champion,Healthy,75.68,360.5,25,18,25,0.216,7,Silver,2230,,4/11/2024
L-29614,Digital Ghost,Watchlist,47.528,1016.0,2,37,0,0.1236,5,Silver,1069,Price_Perception,12/15/2023
L-29626,Tech Frustrated,Watchlist,60.442,839.5,5,29,19,0.9779,7,Gold,877,,9/30/2024
L-29652,Tech Frustrated,Watchlist,60.59,847.0,7,31,32,0.9705,7,Silver,1634,,11/27/2023
L-29677,Digital Ghost,Watchlist,48.764,893.5,6,41,0,0.0618,7,Base,1562,,1/12/2024
L-29704,Tech Frustrated,Healthy,74.93,667.0,1,21,28,0.2535,7,Silver,1662,,9/12/2024
L-29749,Tech Frustrated,Watchlist,66.252,1149.5,6,33,39,0.6874,7,Silver,1926,,1/22/2023
L-29765,Digital Ghost,Watchlist,46.656,521.0,1,24,0,0.1672,7,Silver,206,,8/13/2023
L-29779,Loyalty Hoarder,Watchlist,61.456,590.0,0,39,18,0.9272,7,Base,2612,,3/7/2024
L-29793,Standard Active,Healthy,79.546,1123.5,1,26,24,0.0227,7,Base,1715,,2/9/2024
L-29801,Digital Ghost,Watchlist,42.192,1141.5,0,32,0,0.3904,7,Silver,1123,Out_of_Stock,3/11/2024
L-29824,Price Sensitive,Watchlist,53.646,949.0,10,20,4,0.4176999999999999,7,Silver,612,Price_Perception,8/6/2023
L-29848,Fading Champion,Healthy,73.278,499.5,25,17,18,0.3361,7,Base,2394,,5/1/2024
L-29862,Loyalty Hoarder,Healthy,73.436,865.5,12,35,29,0.3282,7,Gold,4043,,6/11/2024
L-29884,Tech Frustrated,Watchlist,62.208,1431.0,6,30,31,0.8896,0,Silver,1806,App_Technical_Issue,5/28/2024
L-29909,Standard Active,Healthy,78.03,996.5,13,32,11,0.0985,10,Base,1046,None_Happy,5/25/2024
L-29925,Tech Frustrated,Healthy,74.736,825.0,10,25,34,0.2632,5,Silver,786,Price_Perception,5/31/2023
L-29939,Standard Active,Healthy,79.06,967.0,8,25,28,0.047,7,Silver,517,,2/24/2024
L-29977,Digital Ghost,Watchlist,47.7,999.5,2,33,0,0.115,7,Silver,130,,2/26/2024
L-29990,Tech Frustrated,Healthy,73.432,854.0,10,33,22,0.3284,7,Silver,538,,8/31/2023
L-30019,Standard Active,Healthy,76.938,856.0,11,31,15,0.1531,7,Base,974,,2/25/2024
L-30050,Tech Frustrated,Healthy,74.156,979.0,3,26,40,0.2922,7,Silver,2063,,8/26/2023
L-30060,Digital Ghost,Watchlist,48.092,1132.0,5,27,0,0.0954,10,Silver,2267,None_Happy,9/5/2024
L-30070,Tech Frustrated,Watchlist,67.176,1432.0,12,32,40,0.6412,7,Silver,289,,11/21/2023
L-30124,Tech Frustrated,Watchlist,68.674,519.5,0,21,31,0.5663,7,Gold,1433,,11/5/2024
L-30136,Digital Ghost,Watchlist,49.272,972.0,3,28,0,0.0364,7,Silver,545,,7/16/2023
L-30154,Loyalty Hoarder,Healthy,72.20400000000001,678.5,10,26,23,0.3898,7,Base,2331,,7/24/2023
L-30159,Digital Ghost,Critical,35.64,965.5,0,23,0,0.718,7,Base,3073,,9/26/2023
L-30261,Standard Active,Watchlist,62.09,838.5,7,28,19,0.8955,7,Silver,1859,,7/6/2023
L-30329,Tech Frustrated,Healthy,73.692,341.5,18,15,22,0.3154,6,Base,1536,Staff_Helpfulness,8/29/2024
L-30353,Tech Frustrated,Watchlist,69.768,989.0,6,29,14,0.5116,7,Silver,2121,,3/15/2024
L-30359,Digital Ghost,Watchlist,48.302,675.5,14,23,0,0.0849,7,Base,192,,5/24/2024
L-30405,Digital Ghost,Watchlist,46.95,976.0,0,27,0,0.1525,7,Base,816,Price_Perception,6/17/2023
L-30422,Tech Frustrated,Watchlist,61.596,1295.0,1,33,13,0.9202,7,Gold,562,,6/3/2024
L-30447,Loyalty Hoarder,Watchlist,45.196,1281.5,8,31,0,0.2402,7,Base,2136,,12/24/2023
L-30455,Tech Frustrated,Watchlist,67.29599999999999,701.5,8,30,13,0.6352,7,Base,64,,2/2/2024
L-30467,Tech Frustrated,Healthy,78.956,1128.5,13,29,23,0.0522,7,Silver,1003,,3/19/2023
L-30491,Standard Active,Healthy,75.432,1156.0,10,33,25,0.2284,7,Base,958,,3/17/2024
L-30517,Digital Ghost,Watchlist,47.7,850.0,1,29,0,0.115,7,Base,747,,11/18/2023
L-30534,Loyalty Hoarder,Healthy,74.578,1443.5,0,34,11,0.2711,7,Silver,4202,Price_Perception,6/25/2024
L-30563,Tech Frustrated,Watchlist,63.424,961.0,13,23,39,0.8288,6,Base,664,Price_Perception,9/10/2024
L-30564,Digital Ghost,Watchlist,43.808,979.0,11,27,0,0.3096,10,Base,1211,None_Happy,3/2/2023
L-30572,Tech Frustrated,Healthy,74.44,993.0,1,32,28,0.278,7,Base,1750,,1/22/2023
L-30613,Standard Active,Healthy,70.476,983.5,1,27,8,0.1762,7,Base,836,,2/18/2023
L-30619,Fading Champion,Healthy,78.78,963.0,22,20,15,0.061,7,Silver,2273,,12/15/2023
L-30625,Standard Active,Watchlist,68.454,842.0,16,30,16,0.5773,7,Base,1881,,6/24/2023
L-30626,Standard Active,Watchlist,66.302,986.0,10,29,6,0.0849,7,Base,2065,,6/4/2024
L-30672,Tech Frustrated,Healthy,78.924,1901.5,10,38,16,0.0538,7,Silver,818,,5/31/2024
L-30741,Tech Frustrated,Healthy,73.03,1020.5,1,37,17,0.3485,7,Base,362,Out_of_Stock,11/30/2024
L-30744,Tech Frustrated,Healthy,79.196,1414.0,6,28,24,0.0402,7,Silver,1404,,8/12/2024
L-30746,Loyalty Hoarder,Watchlist,61.184,2468.5,9,35,27,0.9408,9,Base,2298,None_Happy,3/7/2024
L-30748,Standard Active,Watchlist,67.668,981.0,6,27,20,0.6166,7,Gold,1618,,4/15/2023
L-30766,Standard Active,Healthy,72.404,997.5,3,34,17,0.3798,7,Base,571,,10/15/2024
L-30800,Standard Active,Healthy,78.432,565.5,6,34,30,0.0784,7,Silver,296,,1/15/2024
L-30803,Price Sensitive,Healthy,75.03,868.5,20,38,22,0.2485,5,Silver,1957,Price_Perception,3/11/2023
L-30806,Tech Frustrated,Healthy,79.72,1107.0,0,23,24,0.014,7,Silver,2444,,3/29/2023
L-30833,Digital Ghost,Watchlist,48.962,1587.5,0,34,0,0.0519,7,Base,398,,10/29/2023
L-30849,Tech Frustrated,Watchlist,68.824,1262.5,0,26,34,0.5588,2,Base,573,App_Technical_Issue,5/26/2024
L-30894,Loyalty Hoarder,Watchlist,65.846,548.5,4,29,11,0.7077,7,Base,2929,,11/27/2023
L-30895,Tech Frustrated,Watchlist,67.28999999999999,1435.5,4,33,13,0.6355,3,Gold,1089,App_Technical_Issue,1/31/2023
